merchant_id,merchant_name,category,city,status,merchant_size,created_at
M000533,Electronics Merchant 00533,Electronics,Surabaya,ACTIVE,SMALL,2022-01-01 07:52:55
M000534,Entertainment Merchant 00534,Entertainment,Makassar,ACTIVE,SMALL,2025-10-23 06:00:28
M000535,Entertainment Merchant 00535,Entertainment,Makassar,ACTIVE,SMALL,2025-11-07 05:45:08
M000536,Healthcare Merchant 00536,Healthcare,Tangerang,ACTIVE,SMALL,2025-07-02 10:51:11
M000537,Healthcare Merchant 00537,Healthcare,Jakarta,ACTIVE,SMALL,2023-04-12 12:48:56
M000538,Education Merchant 00538,Education,Medan,ACTIVE,SMALL,2026-02-24 16:07:16
M000539,Fashion Merchant 00539,Fashion,Medan,ACTIVE,SMALL,2023-12-07 00:18:16
M000540,Entertainment Merchant 00540,Entertainment,Medan,ACTIVE,LARGE,2025-07-14 20:08:35
M000541,Transportation Merchant 00541,Transportation,Denpasar,ACTIVE,SMALL,2025-03-07 06:10:47
M000542,Groceries Merchant 00542,Groceries,Bandung,ACTIVE,SMALL,2022-12-15 17:28:54
M000543,Education Merchant 00543,Education,Medan,ACTIVE,LARGE,2024-06-26 06:10:02
M000544,Fashion Merchant 00544,Fashion,Jakarta,ACTIVE,MEDIUM,2022-06-14 18:43:02
M000545,Travel Merchant 00545,Travel,Makassar,ACTIVE,SMALL,2022-06-30 04:14:43
M000546,Transportation Merchant 00546,Transportation,Jakarta,ACTIVE,SMALL,2026-07-07 00:59:25
M000547,Groceries Merchant 00547,Groceries,Palembang,ACTIVE,SMALL,2024-03-10 11:19:20
M000548,Transportation Merchant 00548,Transportation,Surabaya,ACTIVE,SMALL,2025-05-04 14:25:57
M000549,Retail Merchant 00549,Retail,Jakarta,ACTIVE,SMALL,2024-01-15 19:20:36
M000550,Education Merchant 00550,Education,Makassar,ACTIVE,SMALL,2023-07-05 06:54:56
M000551,Fashion Merchant 00551,Fashion,Semarang,ACTIVE,SMALL,2024-09-20 13:51:55
M000552,Entertainment Merchant 00552,Entertainment,Semarang,ACTIVE,SMALL,2026-01-22 04:14:15
M000553,Education Merchant 00553,Education,Yogyakarta,ACTIVE,SMALL,2023-09-14 15:35:30
M000554,Transportation Merchant 00554,Transportation,Makassar,ACTIVE,SMALL,2026-03-04 22:23:57
M000555,Retail Merchant 00555,Retail,Yogyakarta,ACTIVE,MEDIUM,2023-03-23 13:12:18
M000556,Electronics Merchant 00556,Electronics,Medan,ACTIVE,SMALL,2022-02-20 00:51:52
M000557,Food & Beverage Merchant 00557,Food & Beverage,Surabaya,ACTIVE,MEDIUM,2024-07-14 11:58:38
M000558,Travel Merchant 00558,Travel,Denpasar,ACTIVE,SMALL,2026-04-26 23:10:37
M000559,Food & Beverage Merchant 00559,Food & Beverage,Tangerang,ACTIVE,SMALL,2024-05-17 21:17:54
M000560,Travel Merchant 00560,Travel,Medan,ACTIVE,SMALL,2023-10-21 04:06:17
M000561,Travel Merchant 00561,Travel,Yogyakarta,ACTIVE,SMALL,2024-04-08 01:18:58
M000562,Fashion Merchant 00562,Fashion,Tangerang,ACTIVE,SMALL,2024-05-18 18:43:50
M000563,Healthcare Merchant 00563,Healthcare,Medan,ACTIVE,SMALL,2023-09-03 02:45:47
M000564,Education Merchant 00564,Education,Surabaya,ACTIVE,MEDIUM,2024-11-09 19:20:36
M000565,Healthcare Merchant 00565,Healthcare,Semarang,ACTIVE,SMALL,2022-11-23 19:56:46
M000566,Education Merchant 00566,Education,Surabaya,ACTIVE,SMALL,2023-04-10 15:34:25
M000567,Fashion Merchant 00567,Fashion,Bandung,ACTIVE,SMALL,2025-07-09 05:51:35
M000568,Electronics Merchant 00568,Electronics,Tangerang,ACTIVE,SMALL,2026-06-21 22:20:06
M000569,Education Merchant 00569,Education,Denpasar,ACTIVE,SMALL,2023-05-06 20:36:25
M000570,Retail Merchant 00570,Retail,Medan,ACTIVE,SMALL,2022-07-11 02:42:17
M000571,Retail Merchant 00571,Retail,Tangerang,ACTIVE,MEDIUM,2025-09-01 11:29:10
M000572,Education Merchant 00572,Education,Yogyakarta,ACTIVE,SMALL,2022-10-14 14:48:26
M000573,Transportation Merchant 00573,Transportation,Surabaya,ACTIVE,SMALL,2025-09-26 18:36:15
M000574,Retail Merchant 00574,Retail,Denpasar,INACTIVE,SMALL,2023-03-19 11:27:25
M000575,Healthcare Merchant 00575,Healthcare,Tangerang,SUSPENDED,SMALL,2025-10-23 09:46:19
M000576,Retail Merchant 00576,Retail,Semarang,ACTIVE,SMALL,2024-05-10 11:37:25
M000577,Fashion Merchant 00577,Fashion,Denpasar,ACTIVE,SMALL,2024-04-04 09:12:14
M000578,Food & Beverage Merchant 00578,Food & Beverage,Semarang,ACTIVE,MEDIUM,2023-07-08 22:40:29
M000579,Transportation Merchant 00579,Transportation,Medan,ACTIVE,SMALL,2024-11-27 09:53:30
M000580,Education Merchant 00580,Education,Tangerang,ACTIVE,SMALL,2025-10-06 13:18:57
M000581,Travel Merchant 00581,Travel,Bandung,ACTIVE,SMALL,2025-11-18 21:20:27
M000582,Groceries Merchant 00582,Groceries,Denpasar,ACTIVE,SMALL,2025-09-14 02:28:05
M000583,Groceries Merchant 00583,Groceries,Semarang,ACTIVE,SMALL,2025-05-23 23:19:52
M000584,Travel Merchant 00584,Travel,Yogyakarta,ACTIVE,SMALL,2024-01-31 05:13:20
M000585,Education Merchant 00585,Education,Medan,ACTIVE,SMALL,2022-06-05 08:35:29
M000586,Food & Beverage Merchant 00586,Food & Beverage,Denpasar,ACTIVE,SMALL,2022-04-30 21:40:17
M000587,Groceries Merchant 00587,Groceries,Medan,ACTIVE,SMALL,2026-07-07 15:38:52
M000588,Electronics Merchant 00588,Electronics,Tangerang,ACTIVE,MEDIUM,2023-11-03 12:48:40
M000589,Fashion Merchant 00589,Fashion,Palembang,ACTIVE,SMALL,2022-08-25 19:57:58
M000590,Transportation Merchant 00590,Transportation,Makassar,ACTIVE,SMALL,2026-03-05 08:58:43
M000591,Transportation Merchant 00591,Transportation,Tangerang,ACTIVE,SMALL,2025-07-24 23:13:27
M000592,Retail Merchant 00592,Retail,Bandung,ACTIVE,SMALL,2023-07-30 02:39:05
M000593,Fashion Merchant 00593,Fashion,Palembang,ACTIVE,SMALL,2026-04-14 16:00:45
M000594,Education Merchant 00594,Education,Surabaya,ACTIVE,SMALL,2022-11-18 13:08:57
M000595,Travel Merchant 00595,Travel,Palembang,ACTIVE,SMALL,2025-04-05 05:19:06
M000596,Fashion Merchant 00596,Fashion,Medan,ACTIVE,MEDIUM,2026-01-23 00:56:00
M000597,Retail Merchant 00597,Retail,Jakarta,ACTIVE,SMALL,2024-10-17 04:10:44
M000598,Travel Merchant 00598,Travel,Denpasar,ACTIVE,MEDIUM,2025-01-02 13:21:51
M000599,Entertainment Merchant 00599,Entertainment,Semarang,ACTIVE,MEDIUM,2023-10-22 06:45:32
M000600,Electronics Merchant 00600,Electronics,Makassar,ACTIVE,SMALL,2025-07-03 19:00:17
M000601,Food & Beverage Merchant 00601,Food & Beverage,Tangerang,ACTIVE,MEDIUM,2022-01-07 04:36:07
M000602,Fashion Merchant 00602,Fashion,Tangerang,ACTIVE,MEDIUM,2024-07-02 22:10:56
M000603,Fashion Merchant 00603,Fashion,Tangerang,ACTIVE,SMALL,2024-03-22 00:45:17
M000604,Travel Merchant 00604,Travel,Medan,ACTIVE,MEDIUM,2023-05-24 13:55:46
M000605,Retail Merchant 00605,Retail,Yogyakarta,ACTIVE,MEDIUM,2025-05-23 15:23:40
M000606,Groceries Merchant 00606,Groceries,Tangerang,INACTIVE,SMALL,2025-07-02 17:36:14
M000607,Electronics Merchant 00607,Electronics,Denpasar,ACTIVE,SMALL,2022-05-07 01:21:15
M000608,Travel Merchant 00608,Travel,Yogyakarta,ACTIVE,MEDIUM,2023-02-17 10:02:42
M000609,Transportation Merchant 00609,Transportation,Yogyakarta,ACTIVE,MEDIUM,2025-04-05 19:35:16
M000610,Fashion Merchant 00610,Fashion,Yogyakarta,ACTIVE,MEDIUM,2026-03-03 03:41:07
M000611,Travel Merchant 00611,Travel,Yogyakarta,ACTIVE,SMALL,2023-12-18 16:01:02
M000612,Transportation Merchant 00612,Transportation,Makassar,ACTIVE,SMALL,2025-04-13 06:38:08
M000613,Fashion Merchant 00613,Fashion,Medan,ACTIVE,MEDIUM,2023-02-02 22:45:15
M000614,Food & Beverage Merchant 00614,Food & Beverage,Jakarta,ACTIVE,LARGE,2025-06-06 03:52:35
M000615,Healthcare Merchant 00615,Healthcare,Makassar,ACTIVE,SMALL,2025-11-07 21:15:11
M000616,Entertainment Merchant 00616,Entertainment,Jakarta,ACTIVE,LARGE,2022-02-04 17:27:22
M000617,Retail Merchant 00617,Retail,Medan,ACTIVE,SMALL,2024-05-06 13:46:10
M000618,Transportation Merchant 00618,Transportation,Palembang,INACTIVE,SMALL,2026-05-05 15:32:21
M000619,Retail Merchant 00619,Retail,Bandung,INACTIVE,SMALL,2022-06-08 02:18:35
M000620,Healthcare Merchant 00620,Healthcare,Surabaya,ACTIVE,SMALL,2025-11-28 10:28:03
M000621,Food & Beverage Merchant 00621,Food & Beverage,Denpasar,ACTIVE,SMALL,2023-02-12 04:15:40
M000622,Fashion Merchant 00622,Fashion,Denpasar,ACTIVE,SMALL,2022-02-07 08:23:06
M000623,Electronics Merchant 00623,Electronics,Yogyakarta,ACTIVE,SMALL,2026-04-11 07:26:54
M000624,Electronics Merchant 00624,Electronics,Surabaya,ACTIVE,SMALL,2023-01-20 01:59:30
M000625,Education Merchant 00625,Education,Bandung,ACTIVE,SMALL,2025-03-06 23:17:50
M000626,Education Merchant 00626,Education,Semarang,SUSPENDED,MEDIUM,2025-07-10 21:36:06
M000627,Groceries Merchant 00627,Groceries,Palembang,ACTIVE,SMALL,2022-05-05 16:36:35
M000628,Groceries Merchant 00628,Groceries,Palembang,ACTIVE,SMALL,2022-01-12 09:18:35
M000629,Groceries Merchant 00629,Groceries,Surabaya,ACTIVE,MEDIUM,2022-03-23 04:29:41
M000630,Entertainment Merchant 00630,Entertainment,Semarang,ACTIVE,SMALL,2023-07-12 19:12:15
M000631,Education Merchant 00631,Education,Bandung,ACTIVE,MEDIUM,2025-04-20 06:36:00
M000632,Healthcare Merchant 00632,Healthcare,Bandung,INACTIVE,LARGE,2025-07-07 20:45:52
M000633,Healthcare Merchant 00633,Healthcare,Palembang,ACTIVE,SMALL,2026-01-09 11:28:15
M000634,Education Merchant 00634,Education,Yogyakarta,ACTIVE,SMALL,2025-09-06 23:14:35
M000635,Education Merchant 00635,Education,Makassar,ACTIVE,SMALL,2023-07-24 02:06:55
M000636,Food & Beverage Merchant 00636,Food & Beverage,Semarang,ACTIVE,SMALL,2026-03-27 19:48:36
M000637,Electronics Merchant 00637,Electronics,Palembang,INACTIVE,MEDIUM,2023-11-10 12:31:43
M000638,Transportation Merchant 00638,Transportation,Tangerang,ACTIVE,SMALL,2023-09-17 19:27:46
M000639,Transportation Merchant 00639,Transportation,Palembang,ACTIVE,SMALL,2023-06-30 11:07:51
M000640,Food & Beverage Merchant 00640,Food & Beverage,Tangerang,ACTIVE,LARGE,2024-04-03 12:49:39
M000641,Groceries Merchant 00641,Groceries,Yogyakarta,ACTIVE,SMALL,2023-01-03 21:02:54
M000642,Fashion Merchant 00642,Fashion,Yogyakarta,ACTIVE,SMALL,2022-08-30 08:32:37
M000643,Travel Merchant 00643,Travel,Palembang,INACTIVE,SMALL,2024-03-02 17:57:08
M000644,Fashion Merchant 00644,Fashion,Denpasar,ACTIVE,SMALL,2025-02-09 02:16:42
M000645,Groceries Merchant 00645,Groceries,Denpasar,ACTIVE,SMALL,2024-07-10 03:55:11
M000646,Healthcare Merchant 00646,Healthcare,Tangerang,INACTIVE,MEDIUM,2023-10-14 11:16:36
M000647,Food & Beverage Merchant 00647,Food & Beverage,Denpasar,ACTIVE,MEDIUM,2024-03-24 13:59:53
M000648,Healthcare Merchant 00648,Healthcare,Semarang,ACTIVE,MEDIUM,2022-03-22 06:13:51
M000649,Groceries Merchant 00649,Groceries,Jakarta,ACTIVE,MEDIUM,2025-12-26 11:50:23
M000650,Education Merchant 00650,Education,Semarang,ACTIVE,SMALL,2023-02-19 11:49:13
M000651,Healthcare Merchant 00651,Healthcare,Surabaya,ACTIVE,MEDIUM,2025-04-21 17:37:02
M000652,Fashion Merchant 00652,Fashion,Tangerang,ACTIVE,SMALL,2025-07-06 16:23:31
M000653,Fashion Merchant 00653,Fashion,Bandung,ACTIVE,MEDIUM,2024-02-20 11:29:12
M000654,Travel Merchant 00654,Travel,Bandung,ACTIVE,MEDIUM,2026-04-06 14:44:13
M000655,Education Merchant 00655,Education,Palembang,ACTIVE,SMALL,2025-08-27 03:29:37
M000656,Fashion Merchant 00656,Fashion,Medan,ACTIVE,MEDIUM,2022-05-16 05:22:58
M000657,Food & Beverage Merchant 00657,Food & Beverage,Jakarta,ACTIVE,MEDIUM,2022-12-22 17:44:57
M000658,Fashion Merchant 00658,Fashion,Tangerang,ACTIVE,MEDIUM,2022-09-04 00:42:15
M000659,Fashion Merchant 00659,Fashion,Yogyakarta,ACTIVE,MEDIUM,2026-01-03 09:08:57
M000660,Food & Beverage Merchant 00660,Food & Beverage,Jakarta,ACTIVE,MEDIUM,2025-04-05 05:56:16
M000661,Groceries Merchant 00661,Groceries,Jakarta,ACTIVE,SMALL,2023-07-10 20:53:02
M000662,Transportation Merchant 00662,Transportation,Yogyakarta,ACTIVE,MEDIUM,2022-03-19 08:01:24
M000663,Groceries Merchant 00663,Groceries,Medan,ACTIVE,SMALL,2024-08-14 18:50:23
M000664,Groceries Merchant 00664,Groceries,Surabaya,ACTIVE,MEDIUM,2026-05-09 13:35:03
M000665,Healthcare Merchant 00665,Healthcare,Makassar,ACTIVE,SMALL,2024-02-11 05:55:04
M000666,Groceries Merchant 00666,Groceries,Jakarta,ACTIVE,SMALL,2023-07-16 08:15:48
M000667,Retail Merchant 00667,Retail,Surabaya,ACTIVE,SMALL,2024-08-23 14:36:39
M000668,Healthcare Merchant 00668,Healthcare,Yogyakarta,ACTIVE,SMALL,2024-03-18 13:24:15
M000669,Retail Merchant 00669,Retail,Surabaya,ACTIVE,SMALL,2023-08-01 16:40:23
M000670,Groceries Merchant 00670,Groceries,Makassar,ACTIVE,MEDIUM,2022-03-14 01:02:03
M000671,Food & Beverage Merchant 00671,Food & Beverage,Tangerang,ACTIVE,MEDIUM,2024-03-12 00:49:27
M000672,Retail Merchant 00672,Retail,Bandung,INACTIVE,LARGE,2024-02-24 16:39:48
M000673,Travel Merchant 00673,Travel,Yogyakarta,ACTIVE,SMALL,2023-08-11 19:21:03
M000674,Entertainment Merchant 00674,Entertainment,Makassar,ACTIVE,SMALL,2024-11-01 12:35:58
M000675,Healthcare Merchant 00675,Healthcare,Makassar,INACTIVE,SMALL,2023-05-10 20:31:59
M000676,Fashion Merchant 00676,Fashion,Yogyakarta,SUSPENDED,SMALL,2022-10-31 01:00:59
M000677,Education Merchant 00677,Education,Tangerang,INACTIVE,MEDIUM,2024-09-19 15:31:57
M000678,Education Merchant 00678,Education,Semarang,ACTIVE,SMALL,2023-11-16 10:09:51
M000679,Food & Beverage Merchant 00679,Food & Beverage,Tangerang,ACTIVE,MEDIUM,2024-10-02 07:42:29
M000680,Education Merchant 00680,Education,Surabaya,ACTIVE,SMALL,2023-07-04 03:46:17
M000681,Travel Merchant 00681,Travel,Denpasar,ACTIVE,SMALL,2026-05-08 08:26:11
M000682,Fashion Merchant 00682,Fashion,Surabaya,INACTIVE,SMALL,2025-02-25 20:15:28
M000683,Transportation Merchant 00683,Transportation,Bandung,ACTIVE,SMALL,2022-07-04 12:07:05
M000684,Transportation Merchant 00684,Transportation,Jakarta,ACTIVE,SMALL,2024-06-09 22:05:39
M000685,Retail Merchant 00685,Retail,Semarang,ACTIVE,MEDIUM,2025-06-13 08:12:05
M000686,Groceries Merchant 00686,Groceries,Palembang,ACTIVE,SMALL,2024-01-05 06:11:30
M000687,Healthcare Merchant 00687,Healthcare,Palembang,ACTIVE,MEDIUM,2026-04-04 16:43:17
M000688,Fashion Merchant 00688,Fashion,Jakarta,ACTIVE,SMALL,2024-06-20 02:41:40
M000689,Education Merchant 00689,Education,Tangerang,ACTIVE,SMALL,2022-03-08 07:02:27
M000690,Electronics Merchant 00690,Electronics,Tangerang,ACTIVE,MEDIUM,2022-12-20 02:53:11
M000691,Transportation Merchant 00691,Transportation,Denpasar,ACTIVE,SMALL,2023-02-04 12:46:30
M000692,Food & Beverage Merchant 00692,Food & Beverage,Semarang,ACTIVE,SMALL,2022-08-11 00:34:00
M000693,Travel Merchant 00693,Travel,Jakarta,ACTIVE,MEDIUM,2024-07-31 07:44:32
M000694,Retail Merchant 00694,Retail,Bandung,ACTIVE,SMALL,2026-03-18 17:46:35
M000695,Education Merchant 00695,Education,Semarang,ACTIVE,SMALL,2023-11-26 14:42:29
M000696,Electronics Merchant 00696,Electronics,Tangerang,ACTIVE,LARGE,2025-08-10 00:25:08
M000697,Education Merchant 00697,Education,Palembang,ACTIVE,MEDIUM,2022-06-17 15:53:57
M000698,Fashion Merchant 00698,Fashion,Palembang,ACTIVE,MEDIUM,2026-06-28 21:56:44
M000699,Electronics Merchant 00699,Electronics,Jakarta,ACTIVE,MEDIUM,2024-09-02 22:07:05
M000700,Travel Merchant 00700,Travel,Bandung,ACTIVE,SMALL,2023-08-12 09:26:41
M000701,Fashion Merchant 00701,Fashion,Denpasar,ACTIVE,MEDIUM,2023-03-18 22:06:24
M000702,Healthcare Merchant 00702,Healthcare,Medan,INACTIVE,SMALL,2022-04-26 12:31:00
M000703,Healthcare Merchant 00703,Healthcare,Bandung,ACTIVE,MEDIUM,2026-04-02 02:44:30
M000704,Travel Merchant 00704,Travel,Makassar,ACTIVE,SMALL,2026-04-25 09:25:31
M000705,Entertainment Merchant 00705,Entertainment,Surabaya,ACTIVE,SMALL,2023-10-22 11:48:09
M000706,Food & Beverage Merchant 00706,Food & Beverage,Medan,ACTIVE,MEDIUM,2025-11-03 20:13:11
M000707,Fashion Merchant 00707,Fashion,Medan,ACTIVE,SMALL,2025-12-08 01:51:10
M000708,Electronics Merchant 00708,Electronics,Jakarta,ACTIVE,MEDIUM,2023-12-22 20:46:40
M000709,Entertainment Merchant 00709,Entertainment,Bandung,ACTIVE,SMALL,2022-04-05 20:18:37
M000710,Transportation Merchant 00710,Transportation,Surabaya,ACTIVE,SMALL,2024-03-06 22:53:56
M000711,Travel Merchant 00711,Travel,Semarang,ACTIVE,SMALL,2025-07-22 04:22:23
M000712,Retail Merchant 00712,Retail,Jakarta,ACTIVE,SMALL,2024-07-23 13:20:42
M000713,Groceries Merchant 00713,Groceries,Medan,ACTIVE,LARGE,2024-03-31 07:15:39
M000714,Food & Beverage Merchant 00714,Food & Beverage,Jakarta,ACTIVE,SMALL,2023-03-15 05:59:55
M000715,Healthcare Merchant 00715,Healthcare,Palembang,ACTIVE,SMALL,2025-04-16 13:25:49
M000716,Groceries Merchant 00716,Groceries,Medan,INACTIVE,SMALL,2025-03-11 12:56:32
M000717,Entertainment Merchant 00717,Entertainment,Palembang,ACTIVE,SMALL,2023-11-25 10:54:37
M000718,Electronics Merchant 00718,Electronics,Bandung,ACTIVE,SMALL,2026-02-18 11:07:00
M000719,Entertainment Merchant 00719,Entertainment,Surabaya,ACTIVE,SMALL,2023-12-13 13:35:46
M000720,Retail Merchant 00720,Retail,Semarang,ACTIVE,SMALL,2022-10-17 17:50:48
M000721,Entertainment Merchant 00721,Entertainment,Yogyakarta,ACTIVE,SMALL,2025-09-22 16:37:44
M000722,Healthcare Merchant 00722,Healthcare,Denpasar,ACTIVE,SMALL,2025-12-27 05:39:51
M000723,Groceries Merchant 00723,Groceries,Makassar,ACTIVE,MEDIUM,2023-11-13 19:52:47
M000724,Entertainment Merchant 00724,Entertainment,Bandung,ACTIVE,LARGE,2022-09-20 19:16:45
M000725,Education Merchant 00725,Education,Bandung,ACTIVE,SMALL,2024-11-01 17:53:00
M000726,Transportation Merchant 00726,Transportation,Bandung,ACTIVE,MEDIUM,2025-11-18 23:24:11
M000727,Entertainment Merchant 00727,Entertainment,Medan,ACTIVE,SMALL,2023-07-06 13:18:05
M000728,Retail Merchant 00728,Retail,Tangerang,ACTIVE,SMALL,2023-04-10 21:38:41
M000729,Travel Merchant 00729,Travel,Surabaya,ACTIVE,SMALL,2025-11-24 12:47:13
M000730,Fashion Merchant 00730,Fashion,Yogyakarta,ACTIVE,MEDIUM,2024-02-25 01:48:38
M000731,Fashion Merchant 00731,Fashion,Semarang,ACTIVE,SMALL,2022-12-21 15:25:35
M000732,Transportation Merchant 00732,Transportation,Makassar,ACTIVE,SMALL,2022-05-31 17:09:14
M000733,Food & Beverage Merchant 00733,Food & Beverage,Jakarta,ACTIVE,SMALL,2023-09-27 17:34:28
M000734,Education Merchant 00734,Education,Palembang,ACTIVE,MEDIUM,2024-10-29 00:39:13
M000735,Retail Merchant 00735,Retail,Denpasar,ACTIVE,SMALL,2024-04-21 15:28:58
M000736,Fashion Merchant 00736,Fashion,Medan,ACTIVE,SMALL,2023-04-30 19:50:18
M000737,Food & Beverage Merchant 00737,Food & Beverage,Yogyakarta,ACTIVE,SMALL,2024-04-22 00:52:54
M000738,Healthcare Merchant 00738,Healthcare,Semarang,ACTIVE,SMALL,2026-03-04 14:16:49
M000739,Transportation Merchant 00739,Transportation,Surabaya,ACTIVE,SMALL,2022-12-30 07:18:02
M000740,Transportation Merchant 00740,Transportation,Jakarta,ACTIVE,SMALL,2025-04-07 16:34:12
M000741,Healthcare Merchant 00741,Healthcare,Jakarta,ACTIVE,MEDIUM,2022-11-16 09:38:52
M000742,Groceries Merchant 00742,Groceries,Tangerang,INACTIVE,SMALL,2023-02-14 13:46:59
M000743,Transportation Merchant 00743,Transportation,Jakarta,SUSPENDED,SMALL,2026-04-17 01:43:26
M000744,Groceries Merchant 00744,Groceries,Bandung,ACTIVE,SMALL,2023-04-17 04:25:45
M000745,Transportation Merchant 00745,Transportation,Denpasar,ACTIVE,SMALL,2023-11-29 11:52:32
M000746,Entertainment Merchant 00746,Entertainment,Makassar,ACTIVE,SMALL,2022-04-05 20:39:11
M000747,Transportation Merchant 00747,Transportation,Palembang,INACTIVE,SMALL,2022-05-09 23:56:18
M000748,Food & Beverage Merchant 00748,Food & Beverage,Denpasar,INACTIVE,SMALL,2025-06-26 18:25:18
M000749,Travel Merchant 00749,Travel,Semarang,ACTIVE,SMALL,2023-05-26 16:06:03
M000750,Food & Beverage Merchant 00750,Food & Beverage,Yogyakarta,ACTIVE,SMALL,2023-08-26 06:58:58
M000751,Electronics Merchant 00751,Electronics,Denpasar,ACTIVE,MEDIUM,2023-03-10 11:11:32
M000752,Entertainment Merchant 00752,Entertainment,Makassar,ACTIVE,MEDIUM,2023-08-07 06:15:44
M000753,Groceries Merchant 00753,Groceries,Tangerang,ACTIVE,SMALL,2023-01-19 16:14:31
M000754,Retail Merchant 00754,Retail,Tangerang,ACTIVE,SMALL,2025-02-20 21:58:10
M000755,Groceries Merchant 00755,Groceries,Palembang,ACTIVE,SMALL,2025-10-04 01:47:25
M000756,Healthcare Merchant 00756,Healthcare,Palembang,INACTIVE,MEDIUM,2024-11-09 14:41:05
M000757,Fashion Merchant 00757,Fashion,Tangerang,ACTIVE,MEDIUM,2025-04-06 22:12:43
M000758,Retail Merchant 00758,Retail,Yogyakarta,ACTIVE,SMALL,2024-01-22 21:39:27
M000759,Groceries Merchant 00759,Groceries,Denpasar,ACTIVE,MEDIUM,2022-05-04 01:16:59
M000760,Education Merchant 00760,Education,Medan,ACTIVE,SMALL,2026-05-14 04:06:16
M000761,Electronics Merchant 00761,Electronics,Denpasar,ACTIVE,SMALL,2024-07-08 10:21:16
M000762,Healthcare Merchant 00762,Healthcare,Yogyakarta,ACTIVE,MEDIUM,2025-07-26 10:07:08
M000763,Groceries Merchant 00763,Groceries,Palembang,ACTIVE,MEDIUM,2022-10-24 23:18:40
M000764,Education Merchant 00764,Education,Tangerang,ACTIVE,SMALL,2022-06-21 23:21:03
M000765,Healthcare Merchant 00765,Healthcare,Surabaya,ACTIVE,MEDIUM,2024-12-19 01:51:01
M000766,Retail Merchant 00766,Retail,Jakarta,ACTIVE,SMALL,2023-01-24 06:26:54
M000767,Transportation Merchant 00767,Transportation,Bandung,ACTIVE,SMALL,2024-10-25 14:33:06
M000768,Retail Merchant 00768,Retail,Makassar,ACTIVE,SMALL,2025-05-20 15:29:24
M000769,Education Merchant 00769,Education,Denpasar,ACTIVE,SMALL,2025-04-02 21:25:32
M000770,Travel Merchant 00770,Travel,Denpasar,ACTIVE,SMALL,2024-11-14 09:03:58
M000771,Transportation Merchant 00771,Transportation,Semarang,ACTIVE,SMALL,2022-11-21 20:05:51
M000772,Retail Merchant 00772,Retail,Surabaya,ACTIVE,LARGE,2022-08-14 17:54:08
M000773,Electronics Merchant 00773,Electronics,Palembang,ACTIVE,SMALL,2023-04-03 23:27:46
M000774,Food & Beverage Merchant 00774,Food & Beverage,Semarang,INACTIVE,MEDIUM,2022-07-28 11:48:03
M000775,Transportation Merchant 00775,Transportation,Palembang,ACTIVE,SMALL,2023-06-08 16:05:40
M000776,Groceries Merchant 00776,Groceries,Semarang,ACTIVE,SMALL,2024-10-05 04:42:28
M000777,Travel Merchant 00777,Travel,Yogyakarta,ACTIVE,SMALL,2025-11-02 02:26:33
M000778,Healthcare Merchant 00778,Healthcare,Semarang,ACTIVE,SMALL,2024-09-19 17:42:15
M000779,Food & Beverage Merchant 00779,Food & Beverage,Palembang,ACTIVE,SMALL,2025-01-09 08:50:59
M000780,Healthcare Merchant 00780,Healthcare,Semarang,ACTIVE,SMALL,2024-10-02 04:35:35
M000781,Healthcare Merchant 00781,Healthcare,Tangerang,ACTIVE,SMALL,2026-05-28 07:39:38
M000782,Food & Beverage Merchant 00782,Food & Beverage,Yogyakarta,ACTIVE,SMALL,2026-05-17 18:31:26
M000783,Entertainment Merchant 00783,Entertainment,Medan,ACTIVE,SMALL,2022-06-06 06:42:55
M000784,Electronics Merchant 00784,Electronics,Palembang,ACTIVE,MEDIUM,2026-01-15 22:39:49
M000785,Travel Merchant 00785,Travel,Palembang,ACTIVE,SMALL,2024-06-15 14:10:16
M000786,Entertainment Merchant 00786,Entertainment,Jakarta,ACTIVE,LARGE,2024-08-04 03:00:04
M000787,Food & Beverage Merchant 00787,Food & Beverage,Surabaya,ACTIVE,SMALL,2025-05-14 02:34:55
M000788,Travel Merchant 00788,Travel,Jakarta,ACTIVE,SMALL,2025-04-20 23:43:17
M000789,Travel Merchant 00789,Travel,Semarang,ACTIVE,SMALL,2025-02-10 11:10:57
M000790,Healthcare Merchant 00790,Healthcare,Surabaya,ACTIVE,SMALL,2022-05-31 14:11:51
M000791,Travel Merchant 00791,Travel,Palembang,ACTIVE,MEDIUM,2022-11-24 02:51:12
M000792,Groceries Merchant 00792,Groceries,Jakarta,ACTIVE,MEDIUM,2022-02-27 09:40:11
M000793,Fashion Merchant 00793,Fashion,Denpasar,ACTIVE,SMALL,2026-03-25 06:23:30
M000794,Food & Beverage Merchant 00794,Food & Beverage,Palembang,ACTIVE,SMALL,2023-08-26 17:17:58
M000795,Retail Merchant 00795,Retail,Makassar,ACTIVE,MEDIUM,2026-04-12 15:42:16
M000796,Food & Beverage Merchant 00796,Food & Beverage,Surabaya,ACTIVE,MEDIUM,2023-12-16 01:21:48
M000797,Transportation Merchant 00797,Transportation,Medan,ACTIVE,SMALL,2023-11-16 18:57:47
M000798,Fashion Merchant 00798,Fashion,Denpasar,ACTIVE,SMALL,2025-04-18 13:12:44
M000799,Healthcare Merchant 00799,Healthcare,Surabaya,ACTIVE,SMALL,2022-07-08 07:24:52
